practiceimage,PracticeimageCorrAns,congruent,practiceSentence,practiceSentenceCompQ,compRespL,compRespR,compRespCorr,block,image,sentence,ambiguous,critical,Incongruent,Single,imageCorrAns,incongruentambiguous,criticalSentenceCode,compQ,RepeatFlankerIfNeeded.thisRepN,RepeatFlankerIfNeeded.thisTrialN,RepeatFlankerIfNeeded.thisN,RepeatFlankerIfNeeded.thisIndex,practiceFlankerLoop.thisRepN,practiceFlankerLoop.thisTrialN,practiceFlankerLoop.thisN,practiceFlankerLoop.thisIndex,RepeatPracticeSentencesIfNeeded.thisRepN,RepeatPracticeSentencesIfNeeded.thisTrialN,RepeatPracticeSentencesIfNeeded.thisN,RepeatPracticeSentencesIfNeeded.thisIndex,practiceSentenceLoop.thisRepN,practiceSentenceLoop.thisTrialN,practiceSentenceLoop.thisN,practiceSentenceLoop.thisIndex,MixedPractice.thisRepN,MixedPractice.thisTrialN,MixedPractice.thisN,MixedPractice.thisIndex,MixedPracticeTrial.thisRepN,MixedPracticeTrial.thisTrialN,MixedPracticeTrial.thisN,MixedPracticeTrial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,keyResponseIntroText.keys,keyResponseIntroText.rt,keyResponseIntro2Text.keys,keyResponseIntro2Text.rt,FlankerInstructions_keyresponse.keys,FlankerInstructions_keyresponse.rt,FlankerInstructions2_keyresponse.keys,FlankerInstructions2_keyresponse.rt,PracticeFlankerResponse.keys,PracticeFlankerResponse.corr,PracticeFlankerResponse.rt,SPRInstructions_keyresponse.keys,SPRInstructions_keyresponse.rt,key_resp_5.keys,key_resp_5.rt,SPRinstructions2_keyresponse.keys,SPRinstructions2_keyresponse.rt,IRI_0,IRI_FL_0,space_0,IRI_1,IRI_FL_1,space_1,IRI_2,IRI_FL_2,space_2,IRI_3,IRI_FL_3,space_3,IRI_4,IRI_FL_4,space_4,IRI_5,IRI_FL_5,space_5,IRI_6,IRI_FL_6,space_6,IRI_7,IRI_FL_7,space_7,IRI_8,IRI_FL_8,space_8,IRI_9,IRI_FL_9,space_9,IRI_10,IRI_FL_10,space_10,IRI_11,IRI_FL_11,space_11,IRI_12,IRI_FL_12,space_12,IRI_13,IRI_FL_13,space_13,key_resp_practiceCompQ.keys,key_resp_practiceCompQ.corr,key_resp_practiceCompQ.rt,IRI_14,IRI_FL_14,space_14,IRI_15,IRI_FL_15,space_15,combinedInstructions_keyresponse.keys,combinedInstructions_keyresponse.rt,keyResponseInstructionsMixed.keys,keyResponseInstructionsMixed.rt,flankerkeyresponse.keys,flankerkeyresponse.corr,flankerkeyresponse.rt,CompQkeyresponse.keys,CompQkeyresponse.corr,CompQkeyresponse.rt,key_resp_3.keys,keyResponsePreStart.keys,keyResponsePreStart.rt,key_resp_2.keys,key_resp_4.keys,IRI_16,IRI_FL_16,space_16,IRI_17,IRI_FL_17,space_17,IRI_18,IRI_FL_18,space_18,IRI_19,IRI_FL_19,space_19,IRI_20,IRI_FL_20,space_20,key_resp_4.rt,rest_keyresponse.keys,rest_keyresponse.rt,key_resp_2.rt,session,participant,level,frameRate,expName,date,group,
,,1,,,Verdadero,Falso,f,B,congruent_left,"Entre los amigos en la fiesta de Luis estaban sus hermanos, Marisa y Germán ",0,0,0,0,f,0,255,María y Germán son amigos de Luis.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,29,29,54,,,,,,,,,,,,,,,,,,0.549203872681,0.504295110703,0.549203872681,0.271030902863,0.2061419487,0.820234775543,0.263701200485,0.202018022537,1.08393597603,0.267539978027,0.20192193985,1.35147595406,0.233880996704,0.182799100876,1.58535695076,0.301870822906,0.254558801651,1.88722777367,0.284380197525,0.221704959869,2.17160797119,0.367733955383,0.30491900444,2.53934192657,0.266655921936,0.205862998962,2.80599784851,0.351995944977,0.267954111099,3.15799379349,0.317378044128,0.254957914352,3.47537183762,0.333358049393,0.271695137024,3.80872988701,0.333975076675,0.27073097229,4.14270496368,0.350843906403,0.287527084351,4.49354887009,,,,,,,,,,,,,,f,1,0.587090015411,j,0,1.92382502556,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,single_left,The girl,0,0,0,1,f,0,301,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,30,30,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.554921150208,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,f,A,congruent_left,The girl,0,0,0,0,f,0,311,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,31,31,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.505071163177,None,0,,,,,space,None,,,,,,,,,,,,,,,,,,,51.554651022,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,B,single_right,Después de preparar el desayuno Pedro limpia bien la cocina,0,0,0,1,j,0,238,Pedro no deja la cocina sucia.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,32,32,37,,,,,,,,,,,,,,,,,,0.649665117264,0.607270002365,0.649665117264,0.351975917816,0.305387973785,1.00164103508,0.31748008728,0.271736860275,1.31912112236,0.301247835159,0.240011930466,1.62036895752,0.417745113373,0.351245880127,2.03811407089,0.349858045578,0.303990125656,2.38797211647,0.401494979858,0.354624986649,2.78946709633,0.401402950287,0.35520195961,3.19087004662,0.417808055878,0.368121147156,3.60867810249,0.517650842667,0.456677913666,4.12632894516,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.423548936844,f,1,3.17841386795,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,B,incongruent_right,Las artistas colocaron el cuadro que su colega dejó en la pared en la oficina privada antes de su exhibición,1,1,1,0,j,1,38,La galería de arte estaba vacía cuando las artistas llegaron.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,33,33,17,,,,,,,,,,,,,,,,,,0.601348161697,0.530784130096,0.601348161697,0.349326848984,0.270838022232,0.950675010681,0.301893949509,0.204442024231,1.25256896019,0.367378234863,0.287947893143,1.61994719505,0.401471853256,0.321628093719,2.02141904831,0.451611995697,0.368503808975,2.47303104401,0.417158126831,0.339826107025,2.89018917084,0.266913890839,0.167340040207,3.15710306168,0.351094007492,0.271502017975,3.50819706917,0.333514928818,0.252246141434,3.84171199799,0.43553519249,0.356400966644,4.27724719048,0.383795976639,0.303746938705,4.66104316711,0.401178836823,0.320069074631,5.06222200394,0.435387134552,0.356141805649,5.49760913849,,,,0.367077827454,0.288012981415,5.86468696594,0.333201169968,0.251754999161,6.19788813591,,,,,j,1,0.668443918228,j,1,4.96498918533,,,,None,None,0.368968963623,0.30414891243,6.56685709953,0.333402872086,0.254888057709,6.90025997162,0.334030151367,0.255047082901,7.23429012299,0.418930053711,0.307374954224,7.6532201767,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,incongruent_left,The girl,0,0,1,0,f,0,313,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,34,34,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.756920814514,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,B,single_left,Linda hace un paseo en las montañas todos los sábados,0,0,0,1,f,0,236,A Linda no le gusta la naturaleza.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,35,35,35,,,,,,,,,,,,,,,,,,0.568181037903,0.537393093109,0.568181037903,0.484098911285,0.42304110527,1.05227994919,0.485190153122,0.44035410881,1.53747010231,0.234036922455,0.169867038727,1.77150702477,0.768528938293,0.705594062805,2.54003596306,0.417717218399,0.36848115921,2.95775318146,0.449841976166,0.402455091476,3.40759515762,0.435433864594,0.388375043869,3.84302902222,0.418401002884,0.353087902069,4.2614300251,0.383479118347,0.336945056915,4.64490914345,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.63879609108,j,1,2.36037707329,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,single_right,The girl,0,0,0,1,j,0,306,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,36,36,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.571469068527,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,B,incongruent_right,Después de que la arquitecta empezó los planos se volvieron más sencillos,1,1,1,0,j,1,22,Los planos siempre fueron muy sencillos.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,37,37,1,,,,,,,,,,,,,,,,,,0.684544801712,0.640763998032,0.684544801712,0.383768081665,0.323221921921,1.06831288338,0.283074140549,0.272451877594,1.35138702393,0.352385997772,0.221843004227,1.7037730217,0.333390951157,0.271281957626,2.03716397285,0.333662033081,0.252137899399,2.37082600594,0.519176006317,0.454945087433,2.89000201225,0.383783817291,0.318912029266,3.27378582954,0.267002105713,0.203683853149,3.54078793526,0.384823083878,0.305267095566,3.92561101913,0.368764877319,0.301729917526,4.29437589645,0.418026924133,0.356573104858,4.71240282059,,,,,,,,,,,,,,,,,,,,j,1,0.58913898468,j,1,2.71194386482,,,,None,space,,,,,,,,,,,,,,,,61.4996199608,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,B,single_right,Subí la escalera para irme a dormir,0,0,0,1,j,0,250,Mi cuarto de dormir está en la planta baja.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,38,38,49,,,,,,,,,,,,,,,,,,0.633687019348,0.604884147644,0.633687019348,0.368219852448,0.32213807106,1.0019068718,0.266382932663,0.221548080444,1.26828980446,0.317083120346,0.271044015884,1.5853729248,0.284197092056,0.235506057739,1.86957001686,0.285629987717,0.255321025848,2.15520000458,0.333825826645,0.284142017365,2.48902583122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.404709100723,j,1,3.13045406342,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,j,B,congruent_left,La arquitecta guardó los planos en su bolsa,0,0,0,0,f,0,231,Los planos están en el archivero.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,39,39,30,,,,,,,,,,,,,,,,,,0.651958942413,0.596112012863,0.651958942413,0.332253932953,0.283488035202,0.984212875366,0.269029140472,0.23942899704,1.25324201584,0.299525022507,0.254647016525,1.55276703835,0.435045957565,0.389275074005,1.98781299591,0.401421070099,0.354817152023,2.38923406601,0.350957870483,0.304851055145,2.74019193649,0.332821130753,0.285542011261,3.07301306725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.687568187714,j,1,1.72189283371,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,B,incongruent_left,La arquitecta puso los planos que sus compañeros le dejaron en su oficina encima de la mesa para verlos bien,1,1,1,0,f,1,35,La arquitecta sacó los planos de su bolsa.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,40,40,14,,,,,,,,,,,,,,,,,,0.602348804474,0.543217182159,0.602348804474,0.383202075958,0.303842067719,0.985550880432,0.301752090454,0.220453023911,1.28730297089,0.717242002487,0.63655591011,2.00454497337,0.402746915817,0.31801700592,2.40729188919,0.333291053772,0.256369829178,2.74058294296,0.33477807045,0.250930070877,3.07536101341,0.400695800781,0.317462921143,3.47605681419,0.333919048309,0.253361940384,3.8099758625,0.301065921783,0.22071313858,4.11104178429,0.367722034454,0.289166212082,4.47876381874,0.29967212677,0.218287944794,4.77843594551,0.302149057388,0.238861083984,5.0805850029,0.333618879318,0.253713130951,5.41420388222,,,,0.350558042526,0.270265102386,5.76476192474,0.35188293457,0.287701845169,6.11664485931,,,,,f,1,0.75489616394,f,0,2.658867836,,,,None,None,0.318166971207,0.237942934036,6.43481183052,0.283960103989,0.206588983536,6.71877193451,0.351059913635,0.267835855484,7.06983184814,0.300892114639,0.222030878067,7.37072396278,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,single_left,The girl,0,0,0,1,f,0,305,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,41,41,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.63347697258,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,B,single_left,Siempre que da un concierto la artista canta sus canciones más conocidas,0,0,0,1,f,0,240,La artista siempre canta sus canciones recien salidas.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,42,42,39,,,,,,,,,,,,,,,,,,0.618520021439,0.576413154602,0.618520021439,0.399692058563,0.335774898529,1.01821208,0.335584878922,0.288084030151,1.35379695892,0.366744041443,0.300636053085,1.72054100037,0.266799926758,0.202688932419,1.98734092712,0.452339172363,0.387496948242,2.43968009949,0.467530012131,0.38911485672,2.90721011162,0.485169887543,0.419175863266,3.39237999916,0.251094102859,0.188079833984,3.64347410202,0.365876913071,0.301670074463,4.00935101509,0.285470962524,0.237139940262,4.29482197762,0.351233959198,0.289133071899,4.64605593681,,,,,,,,,,,,,,,,,,,,f,1,0.4361140728,j,1,3.5311768055,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,f,B,congruent_left,Cuando la participante adivinó la respuesta apareció en la pantalla,1,1,0,0,f,0,28,La participante está en un concurso.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,43,43,7,,,,,,,,,,,,,,,,,,0.567868947983,0.517744064331,0.567868947983,0.317842960358,0.251262903214,0.88571190834,0.299763202667,0.234513044357,1.18547511101,0.26864695549,0.218290090561,1.4541220665,0.31774187088,0.255851984024,1.77186393738,0.316593170166,0.252730131149,2.08845710754,0.301295995712,0.256706953049,2.38975310326,0.300128936768,0.237510919571,2.68988204002,0.284551858902,0.204449892044,2.97443389893,0.351117134094,0.288077831268,3.32555103302,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.570016145706,f,1,5.75327801704,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,f,B,congruent_right,Después de que corrí el maratón no me parecía tan imposible,1,1,0,0,j,0,21,Me sentí mejor corriendo el maratón que anticipaba.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,44,44,0,,,,,,,,,,,,,,,,,,0.651559114456,0.60556101799,0.651559114456,0.432557821274,0.383654117584,1.08411693573,0.318787097931,0.271691083908,1.40290403366,0.317182064056,0.27098107338,1.72008609772,0.300945043564,0.255323886871,2.02103114128,0.316831827164,0.253123998642,2.33786296844,0.319110155106,0.271283864975,2.65697312355,0.38298201561,0.334197044373,3.03995513916,0.268270015717,0.205461025238,3.30822515488,0.316618919373,0.253520965576,3.62484407425,0.335222005844,0.284622907639,3.96006608009,,,,,,,,,,,,,,,,,,,,,,,j,1,0.740224838257,j,0,8.1555891037,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,f,B,congruent_left,La empleada guardó los documentos que recibió en el buzón en una carpeta después de revisarlos,1,1,0,0,f,0,32,La empleada revisó los documentos.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,45,45,11,,,,,,,,,,,,,,,,,,0.634557008743,0.563292980194,0.634557008743,0.350954055786,0.27116894722,0.985511064529,0.418045043945,0.336210012436,1.40355610847,0.416303873062,0.336151838303,1.81985998154,0.335928201675,0.268320798874,2.15578818321,0.36629986763,0.305666923523,2.52208805084,0.384809017181,0.288645982742,2.90689706802,0.367363929749,0.270839929581,3.27426099777,0.385115146637,0.305737018585,3.65937614441,0.350568056107,0.271951198578,4.00994420052,0.368011951447,0.268586158752,4.37795615196,0.367276906967,0.30539894104,4.74523305893,0.299566030502,0.219454050064,5.04479908943,0.369649887085,0.273190021515,5.41444897652,,,,0.350509166718,0.272258996964,5.76495814323,0.401429891586,0.318787097931,6.16638803482,,,,,f,1,0.639270067215,f,1,1.93965220451,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,B,single_left,"En la oficina había dos empleados, un periodista y un fotógrafo ",0,0,0,1,f,0,256,Había cuatro personas en la oficina.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,46,46,55,,,,,,,,,,,,,,,,,,0.649734973907,0.602185964584,0.649734973907,0.334974050522,0.287767887115,0.984709024429,0.300055027008,0.234749078751,1.28476405144,0.28360080719,0.218398809433,1.56836485863,0.318629026413,0.271605968475,1.88699388504,0.317003965378,0.270946979523,2.20399785042,0.284903049469,0.222169160843,2.48890089989,0.468059062958,0.403509140015,2.95695996284,0.332815885544,0.283023834229,3.28977584839,0.401689052582,0.354512929916,3.69146490097,0.31876707077,0.272705793381,4.01023197174,,,,,,,,,,,,,,,,,,,,,,,f,1,0.573027849197,j,0,2.61192798615,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,B,single_right,El chico guapo está bien solo ,0,0,0,1,j,0,258,El chico está contento sin novia.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,47,47,57,,,,,,,,,,,,,,,,,,0.517076969147,0.497131824493,0.517076969147,0.316184997559,0.267109155655,0.833261966705,0.302469968796,0.271687030792,1.1357319355,0.267215967178,0.238667011261,1.40294790268,0.317565917969,0.284340143204,1.72051382065,0.300243139267,0.270823955536,2.02075695992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.620542049408,f,0,6.90153717995,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,B,incongruent_right,Los empleados colocaron los avisos que su jefe les dejó en la entrada del edificio,0,1,1,0,j,0,120,Los empleados no sabían qué hacer con los avisos.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,48,48,29,,,,,,,,,,,,,,,,,,0.603103876114,0.557644128799,0.603103876114,0.266081094742,0.204016923904,0.869184970856,0.284960031509,0.218094110489,1.15414500237,0.267562866211,0.206664800644,1.42170786858,0.23343205452,0.154421806335,1.6551399231,0.300163030624,0.221654891968,1.95530295372,0.367923974991,0.304957151413,2.32322692871,0.384097099304,0.317049980164,2.70732402802,0.418828964233,0.356611967087,3.12615299225,0.400665998459,0.339442014694,3.52681899071,0.284302949905,0.216882944107,3.81112194061,0.351253032684,0.289495944977,4.1623749733,0.315590858459,0.235524892807,4.47796583176,0.336394071579,0.272005081177,4.81435990334,,,,0.416024923325,0.354667901993,5.23038482666,,,,,,,,j,1,0.653516054153,j,1,2.9636900425,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,f,A,congruent_right,The girl,0,0,0,0,j,0,312,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,49,49,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,j,1,0.488704919815,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,B,incongruent_right,Nacho puso las monedas que traía en la sala cuando regresó a su casa,0,1,1,0,j,0,112,Nacho perdió todo su dinero en la calle.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,50,50,25,,,,,,,,,,,,,,,,,,0.686331033707,0.643383026123,0.686331033707,0.315657138824,0.252463102341,1.00198817253,0.352289915085,0.305066108704,1.35427808762,0.301629066467,0.238274097443,1.65590715408,0.450741052628,0.384405851364,2.10664820671,0.350831985474,0.289436101913,2.45748019218,0.267418861389,0.206214904785,2.72489905357,0.417586088181,0.356277942657,3.14248514175,0.45053601265,0.387573957443,3.5930211544,0.335692882538,0.272402048111,3.92871403694,0.833945035934,0.772125959396,4.76265907288,0.71949505806,0.657226085663,5.48215413094,0.41854095459,0.355232954025,5.90069508553,0.450153112411,0.384047031403,6.35084819794,,,,,,,,,,,,,,j,1,0.536985874176,j,1,2.57849693298,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,B,incongruent_right,Mientras el novio pagaba el diamante se le cayó al piso,1,1,1,0,j,1,26,La esposa dejó caer el diamante al piso.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,51,51,5,,,,,,,,,,,,,,,,,,0.634483098984,0.57350897789,0.634483098984,0.417276859283,0.37019109726,1.05175995827,0.352461099625,0.304670095444,1.40422105789,0.366282939911,0.319890975952,1.7705039978,0.368376970291,0.321439027786,2.13888096809,0.535273075104,0.489053010941,2.6741540432,0.46754193306,0.4217441082,3.14169597626,0.468026161194,0.422482013702,3.60972213745,0.384073019028,0.338749885559,3.99379515648,0.385138988495,0.322628974915,4.37893414497,0.451351881027,0.405580043793,4.830286026,,,,,,,,,,,,,,,,,,,,,,,j,1,0.674455165863,j,1,2.81217002869,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,j,B,congruent_left,Los estudiantes metieron la tarea que la maestra les dio en la clase en sus bolsas antes de irse,1,1,0,0,f,0,40,La maestra se quedó con la tarea de los alumnos.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,52,52,19,,,,,,,,,,,,,,,,,,0.850765943527,0.799154043198,0.850765943527,0.334536075592,0.254498004913,1.18530201912,0.334837913513,0.271564006805,1.52013993263,0.434134960175,0.352391004562,1.95427489281,0.383569002151,0.303791999817,2.33784389496,0.283540010452,0.201545000076,2.62138390541,0.418692111969,0.35421204567,3.04007601738,0.501524925232,0.422564983368,3.54160094261,0.36706495285,0.28852391243,3.90866589546,0.418173074722,0.354212999344,4.32683897018,0.435147047043,0.35498714447,4.76198601723,0.383693933487,0.304366111755,5.14567995071,0.368069887161,0.304870128632,5.51374983788,0.317095041275,0.256417989731,5.83084487915,,,,0.384442090988,0.304169893265,6.21528697014,0.334524869919,0.270893096924,6.54981184006,,,,,f,1,0.705514907837,j,1,2.2679579258,,,,None,None,0.401259183884,0.31893491745,6.95107102394,0.366634845734,0.304169893265,7.31770586967,0.367618083954,0.285411119461,7.68532395363,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,f,A,single_left,The girl,0,0,0,1,f,0,309,a,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,53,53,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,0.568640947342,None,0,,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,0,,,Verdadero,Falso,j,B,incongruent_right,El grupo musical que tocó en el salón de conciertos era muy bueno,0,0,1,0,j,0,233,El grupo no tocaba bien.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,54,54,32,,,,,,,,,,,,,,,,,,0.565866947174,0.518569946289,0.565866947174,0.384922027588,0.339526891708,0.950788974762,0.418879985809,0.355310916901,1.36966896057,0.417214870453,0.356048107147,1.78688383102,0.401430130005,0.338404893875,2.18831396103,0.301086902618,0.238415002823,2.48940086365,0.367329120636,0.306371212006,2.85672998428,0.333042860031,0.285609006882,3.18977284431,0.384777069092,0.337311983109,3.57454991341,0.400787115097,0.353011846542,3.9753370285,0.419272899628,0.371526002884,4.39460992813,0.400120019913,0.338315963745,4.79472994804,0.368126869202,0.304974079132,5.16285681725,,,,,,,,,,,,,,,,,j,1,0.623365879059,j,1,1.68873810768,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,f,B,congruent_right,Cuando el escultor terminó la obra tenía tres metros  de altura,1,1,0,0,j,0,29,La estatua era muy alta.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,55,55,8,,,,,,,,,,,,,,,,,,0.734078884125,0.666157007217,0.734078884125,0.38377404213,0.322135925293,1.11785292625,0.317629098892,0.271106004715,1.43548202515,0.350364923477,0.30186009407,1.78584694862,0.385682106018,0.338841915131,2.17152905464,0.350275993347,0.305546998978,2.52180504799,0.318334817886,0.255263090134,2.84013986588,0.433449983597,0.386919975281,3.27358984947,0.351456165314,0.272575139999,3.62504601479,0.367661952972,0.32124209404,3.99270796776,0.534623861313,0.473260879517,4.52733182907,,,,,,,,,,,,,,,,,,,,,,,j,1,0.654839992523,f,1,1.65344500542,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
,,1,,,Verdadero,Falso,j,B,congruent_left,No aceptaron a las mujeres en el club por sus prejuicios,0,0,0,0,f,0,259,Las mujeres tenían muchos prejuicios.,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,56,56,58,,,,,,,,,,,,,,,,,,0.617656230927,0.576690196991,0.617656230927,0.350557804108,0.305953025818,0.968214035034,0.300677061081,0.254778862,1.26889109612,0.334963083267,0.288747787476,1.60385417938,0.3166680336,0.253122091293,1.92052221298,0.318624973297,0.271296977997,2.23914718628,0.332273006439,0.286916017532,2.57142019272,0.317973852158,0.270133972168,2.88939404488,0.300742149353,0.254152059555,3.19013619423,0.318645954132,0.271028995514,3.50878214836,0.349045991898,0.286394834518,3.85782814026,,,,,,,,,,,,,,,,,,,,,,,f,1,0.587432146072,j,1,2.15602111816,,,,None,None,,,,,,,,,,,,,,,,,,,,1,4,4,60.00203139506772,Dissertation,2018_Jul_20_1135,3,
